Epoch 1/200, Training Loss: 0.24458704898355696, Validation Loss: 0.20408427577239638, Validation Accuracy: 0.908049, Estimated Remaining Time: 03:43:05
Epoch 42/200, Training Loss: 0.10872574183934955, Validation Loss: 0.10243375035234914, Validation Accuracy: 0.955804, Estimated Remaining Time: 02:57:14
Epoch 43/200, Training Loss: 0.10253059542236317, Validation Loss: 0.09860029066808688, Validation Accuracy: 0.959069, Estimated Remaining Time: 02:56:09
Epoch 44/200, Training Loss: 0.11978251635339647, Validation Loss: 0.11291992033537203, Validation Accuracy: 0.95214, Estimated Remaining Time: 02:55:04
Epoch 45/200, Training Loss: 0.11394218946060505, Validation Loss: 0.09906282623450215, Validation Accuracy: 0.957634, Estimated Remaining Time: 02:53:59
Epoch 46/200, Training Loss: 0.22248095167761717, Validation Loss: 0.6005579175088352, Validation Accuracy: 0.859823, Estimated Remaining Time: 02:52:51
Epoch 47/200, Training Loss: 0.6039846631351672, Validation Loss: 0.5211377830360644, Validation Accuracy: 0.834277, Estimated Remaining Time: 02:51:44
Epoch 48/200, Training Loss: 0.6226082526510227, Validation Loss: 0.48270568375389417, Validation Accuracy: 0.79218, Estimated Remaining Time: 02:50:37
Epoch 49/200, Training Loss: 0.7060488456515202, Validation Loss: 0.7107021261137515, Validation Accuracy: 0.799529, Estimated Remaining Time: 02:49:30
Epoch 50/200, Training Loss: 0.8559985927021719, Validation Loss: 0.5328631774305155, Validation Accuracy: 0.788522, Estimated Remaining Time: 02:48:23
Epoch 51/200, Training Loss: 0.6250364503485852, Validation Loss: 0.7868632428562299, Validation Accuracy: 0.816208, Estimated Remaining Time: 02:47:16
Epoch 52/200, Training Loss: 0.6541650260295726, Validation Loss: 1.2448985281462868, Validation Accuracy: 0.818839, Estimated Remaining Time: 02:46:09
Epoch 53/200, Training Loss: 0.682962552353957, Validation Loss: 1.0179249450040702, Validation Accuracy: 0.805743, Estimated Remaining Time: 02:45:02
Epoch 54/200, Training Loss: 0.7392432065227046, Validation Loss: 0.6617450298973546, Validation Accuracy: 0.767578, Estimated Remaining Time: 02:43:55
Epoch 55/200, Training Loss: 0.7549775993319707, Validation Loss: 1.583169155608351, Validation Accuracy: 0.815248, Estimated Remaining Time: 02:42:48
Epoch 56/200, Training Loss: 0.8296881422342205, Validation Loss: 0.5495885188777607, Validation Accuracy: 0.764423, Estimated Remaining Time: 02:41:41
Epoch 57/200, Training Loss: 0.8252097175632386, Validation Loss: 0.7333149956628537, Validation Accuracy: 0.804437, Estimated Remaining Time: 02:40:33
Epoch 58/200, Training Loss: 0.7477682584064353, Validation Loss: 0.5951154569086556, Validation Accuracy: 0.761553, Estimated Remaining Time: 02:39:29
Epoch 59/200, Training Loss: 0.7605595298818622, Validation Loss: 1.2925514371250384, Validation Accuracy: 0.793608, Estimated Remaining Time: 02:38:21
Epoch 60/200, Training Loss: 0.665797257673431, Validation Loss: 0.7064577636246483, Validation Accuracy: 0.776167, Estimated Remaining Time: 02:37:13
Epoch 61/200, Training Loss: 0.7678244119219368, Validation Loss: 1.1497061420172547, Validation Accuracy: 0.780487, Estimated Remaining Time: 02:36:04
Epoch 62/200, Training Loss: 0.9480469483435896, Validation Loss: 0.7892919158021482, Validation Accuracy: 0.765176, Estimated Remaining Time: 02:34:56
Epoch 63/200, Training Loss: 0.9297327873675458, Validation Loss: 1.1109685417943107, Validation Accuracy: 0.758709, Estimated Remaining Time: 02:33:46
Epoch 64/200, Training Loss: 0.8316037084892726, Validation Loss: 0.7367674020913463, Validation Accuracy: 0.721193, Estimated Remaining Time: 02:32:38
Epoch 65/200, Training Loss: 0.6892363946504793, Validation Loss: 0.5820508338391971, Validation Accuracy: 0.726811, Estimated Remaining Time: 02:31:29
Epoch 66/200, Training Loss: 0.6979644531208639, Validation Loss: 0.9096407223814211, Validation Accuracy: 0.738656, Estimated Remaining Time: 02:30:20
Epoch 67/200, Training Loss: 0.8370877746115195, Validation Loss: 0.649667607138332, Validation Accuracy: 0.734241, Estimated Remaining Time: 02:29:11
Epoch 68/200, Training Loss: 1.2349518461664757, Validation Loss: 0.6454920669714101, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:28:03
Epoch 69/200, Training Loss: 0.6455619449171357, Validation Loss: 0.6454918972981243, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:26:54
Epoch 70/200, Training Loss: 0.6455619960673712, Validation Loss: 0.645491922054047, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:25:45
Epoch 71/200, Training Loss: 0.6455619994999885, Validation Loss: 0.6454919249104997, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:24:37
Epoch 72/200, Training Loss: 0.6455619999237684, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:23:28
Epoch 73/200, Training Loss: 0.6455619998813904, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:22:20
Epoch 74/200, Training Loss: 0.6455619996271225, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:21:11
Epoch 75/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:20:03
Epoch 76/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:18:54
Epoch 77/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:17:46
Epoch 78/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:16:38
Epoch 79/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:15:29
Epoch 80/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:14:21
Epoch 81/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:13:13
Epoch 82/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:12:04
Epoch 83/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:10:55
Epoch 84/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:09:47
Epoch 85/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:08:38
Epoch 86/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:07:29
Epoch 87/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:06:20
Epoch 88/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:05:11
Epoch 89/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:04:03
Epoch 90/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:02:54
Epoch 91/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:01:46
Epoch 92/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 02:00:38
Epoch 93/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:59:30
Epoch 94/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:58:22
Epoch 95/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:57:14
Epoch 96/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:56:06
Epoch 97/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:54:58
Epoch 98/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:53:50
Epoch 99/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:52:43
Epoch 100/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:51:37
Epoch 101/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:50:32
Epoch 102/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:49:28
Epoch 103/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:48:24
Epoch 104/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:47:19
Epoch 105/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:46:14
Epoch 106/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:45:10
Epoch 107/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:44:05
Epoch 108/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:43:00
Epoch 109/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:41:55
Epoch 110/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:40:50
Epoch 111/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:39:45
Epoch 112/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:38:39
Epoch 113/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:37:32
Epoch 114/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:36:25
Epoch 115/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:35:19
Epoch 116/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:34:13
Epoch 117/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:33:06
Epoch 118/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:32:00
Epoch 119/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:30:53
Epoch 120/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:29:46
Epoch 121/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:28:40
Epoch 122/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:27:33
Epoch 123/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:26:26
Epoch 124/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:25:20
Epoch 125/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:24:13
Epoch 126/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:23:06
Epoch 127/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:21:59
Epoch 128/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:20:53
Epoch 129/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:19:46
Epoch 130/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:18:40
Epoch 131/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:17:33
Epoch 132/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:16:26
Epoch 133/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:15:20
Epoch 134/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:14:13
Epoch 135/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:13:06
Epoch 136/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:12:00
Epoch 137/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:10:53
Epoch 138/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:09:46
Epoch 139/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:08:39
Epoch 140/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:07:32
Epoch 141/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:06:25
Epoch 142/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:05:18
Epoch 143/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:04:11
Epoch 144/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:03:04
Epoch 145/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:01:57
Epoch 146/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 01:00:50
Epoch 147/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:59:43
Epoch 148/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:58:35
Epoch 149/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:57:28
Epoch 150/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:56:20
Epoch 151/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:55:13
Epoch 152/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:54:06
Epoch 153/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:52:58
Epoch 154/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:51:51
Epoch 155/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:50:44
Epoch 156/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:49:37
Epoch 157/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:48:29
Epoch 158/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:47:22
Epoch 159/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:46:15
Epoch 160/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:45:08
Epoch 161/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:44:00
Epoch 162/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:42:53
Epoch 163/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:41:45
Epoch 164/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:40:38
Epoch 165/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:39:30
Epoch 166/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:38:22
Epoch 167/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:37:14
Epoch 168/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:36:06
Epoch 169/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:34:58
Epoch 170/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:33:50
Epoch 171/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:32:42
Epoch 172/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:31:35
Epoch 173/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:30:27
Epoch 174/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:29:19
Epoch 175/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:28:11
Epoch 176/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:27:03
Epoch 177/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:25:55
Epoch 178/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:24:48
Epoch 179/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:23:40
Epoch 180/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:22:32
Epoch 181/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:21:24
Epoch 182/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:20:17
Epoch 183/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:19:09
Epoch 184/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:18:01
Epoch 185/200, Training Loss: 0.6455619995635555, Validation Loss: 0.6454919047249011, Validation Accuracy: 0.653107, Estimated Remaining Time: 00:16:54
