Epoch 1/200, Training Loss: 0.008158592400145779, Validation Loss: 0.00491001530635086, Estimated Remaining Time: 01:16:49
Epoch 80/200, Training Loss: 0.0009857858978202445, Validation Loss: 0.0009659480081278492, Estimated Remaining Time: 00:47:56
Epoch 81/200, Training Loss: 0.0009842980114022212, Validation Loss: 0.0009541949347211895, Estimated Remaining Time: 00:47:33
Epoch 82/200, Training Loss: 0.000980354462780451, Validation Loss: 0.0009374761953949929, Estimated Remaining Time: 00:47:10
Epoch 83/200, Training Loss: 0.0009775086989665918, Validation Loss: 0.0009396037303800271, Estimated Remaining Time: 00:46:47
Epoch 84/200, Training Loss: 0.000974385355143471, Validation Loss: 0.000932855782395398, Estimated Remaining Time: 00:46:24
Epoch 85/200, Training Loss: 0.0009739356682911372, Validation Loss: 0.0009327076476024972, Estimated Remaining Time: 00:46:00
Epoch 86/200, Training Loss: 0.0009686175322517745, Validation Loss: 0.0009336070797871798, Estimated Remaining Time: 00:45:37
Epoch 87/200, Training Loss: 0.0009688426032303828, Validation Loss: 0.0009306304320820015, Estimated Remaining Time: 00:45:14
Epoch 88/200, Training Loss: 0.0009661210914828419, Validation Loss: 0.0009197097467470237, Estimated Remaining Time: 00:44:51
Epoch 89/200, Training Loss: 0.0009620964151227766, Validation Loss: 0.000915049675280567, Estimated Remaining Time: 00:44:28
Epoch 90/200, Training Loss: 0.000963340016077683, Validation Loss: 0.000941022504015233, Estimated Remaining Time: 00:44:05
Epoch 91/200, Training Loss: 0.0009567908963458396, Validation Loss: 0.0009285215304275467, Estimated Remaining Time: 00:43:41
Epoch 92/200, Training Loss: 0.0009574824885753943, Validation Loss: 0.0009150386417538605, Estimated Remaining Time: 00:43:18
Epoch 93/200, Training Loss: 0.0009547450055185188, Validation Loss: 0.000915286641843109, Estimated Remaining Time: 00:42:55
Epoch 94/200, Training Loss: 0.0009523569363860079, Validation Loss: 0.000916888850571757, Estimated Remaining Time: 00:42:31
Epoch 95/200, Training Loss: 0.000951630815572512, Validation Loss: 0.0009267125686164945, Estimated Remaining Time: 00:42:08
Epoch 96/200, Training Loss: 0.0009485881653186896, Validation Loss: 0.000912205168490552, Estimated Remaining Time: 00:41:45
Epoch 97/200, Training Loss: 0.000950305086202927, Validation Loss: 0.0009272023712665859, Estimated Remaining Time: 00:41:22
Epoch 98/200, Training Loss: 0.0009469886975275143, Validation Loss: 0.0009022627761375836, Estimated Remaining Time: 00:40:58
Epoch 99/200, Training Loss: 0.0009439338355777142, Validation Loss: 0.0009309495984449644, Estimated Remaining Time: 00:40:35
Epoch 100/200, Training Loss: 0.0009418504934577722, Validation Loss: 0.0009029322668952359, Estimated Remaining Time: 00:40:11
Epoch 101/200, Training Loss: 0.0009419844824803773, Validation Loss: 0.0009005371518221429, Estimated Remaining Time: 00:39:47
Epoch 102/200, Training Loss: 0.0009396537987297361, Validation Loss: 0.0009256040142976086, Estimated Remaining Time: 00:39:24
Epoch 103/200, Training Loss: 0.000934947590688536, Validation Loss: 0.0009143118635454977, Estimated Remaining Time: 00:39:00
Epoch 104/200, Training Loss: 0.0009346316484691954, Validation Loss: 0.0009120821296660737, Estimated Remaining Time: 00:38:37
Epoch 105/200, Training Loss: 0.000939866622922642, Validation Loss: 0.0009311572077091444, Estimated Remaining Time: 00:38:13
Epoch 106/200, Training Loss: 0.0009376901671221515, Validation Loss: 0.000917722011747008, Estimated Remaining Time: 00:37:50
Epoch 107/200, Training Loss: 0.0009324850997294978, Validation Loss: 0.0009432414419610392, Estimated Remaining Time: 00:37:26
Epoch 108/200, Training Loss: 0.0009314011259423427, Validation Loss: 0.0009273529058025981, Estimated Remaining Time: 00:37:02
Epoch 109/200, Training Loss: 0.0009298693797864367, Validation Loss: 0.0009363450681452046, Estimated Remaining Time: 00:36:39
Epoch 110/200, Training Loss: 0.0009294957386187288, Validation Loss: 0.0009281091841826724, Estimated Remaining Time: 00:36:15
Epoch 111/200, Training Loss: 0.0009265918621515974, Validation Loss: 0.0009156415318350562, Estimated Remaining Time: 00:35:51
Epoch 112/200, Training Loss: 0.0009259625295910271, Validation Loss: 0.0009430904243014415, Estimated Remaining Time: 00:35:28
Epoch 113/200, Training Loss: 0.0009248461338418716, Validation Loss: 0.000931610287675126, Estimated Remaining Time: 00:35:04
Epoch 114/200, Training Loss: 0.0009226376536253202, Validation Loss: 0.0009217452792323787, Estimated Remaining Time: 00:34:40
Epoch 115/200, Training Loss: 0.0009189776345198595, Validation Loss: 0.0009189628810748797, Estimated Remaining Time: 00:34:17
Epoch 116/200, Training Loss: 0.0009199159226112309, Validation Loss: 0.0009247870703058486, Estimated Remaining Time: 00:33:53
Epoch 117/200, Training Loss: 0.000919627169149021, Validation Loss: 0.0009207244581458244, Estimated Remaining Time: 00:33:29
Epoch 118/200, Training Loss: 0.0009148883993766651, Validation Loss: 0.0009172228672965007, Estimated Remaining Time: 00:33:05
Epoch 119/200, Training Loss: 0.000916395880309761, Validation Loss: 0.0009262411034962331, Estimated Remaining Time: 00:32:41
Epoch 120/200, Training Loss: 0.0009156287606029933, Validation Loss: 0.0009092911702199755, Estimated Remaining Time: 00:32:18
Epoch 121/200, Training Loss: 0.0009131252800096525, Validation Loss: 0.00092202435745011, Estimated Remaining Time: 00:31:54
Epoch 122/200, Training Loss: 0.0009143245141654112, Validation Loss: 0.0009051055187063122, Estimated Remaining Time: 00:31:30
Epoch 123/200, Training Loss: 0.0009122515276424481, Validation Loss: 0.000909429537767375, Estimated Remaining Time: 00:31:06
Epoch 124/200, Training Loss: 0.0009073193486154328, Validation Loss: 0.0008923789375165308, Estimated Remaining Time: 00:30:43
Epoch 125/200, Training Loss: 0.0009092144419702398, Validation Loss: 0.0008925720901143822, Estimated Remaining Time: 00:30:19
Epoch 126/200, Training Loss: 0.0009066455576685847, Validation Loss: 0.0009021417983934622, Estimated Remaining Time: 00:29:55
Epoch 127/200, Training Loss: 0.0009073668812744116, Validation Loss: 0.0008999531914014369, Estimated Remaining Time: 00:29:31
Epoch 128/200, Training Loss: 0.0009047666722870872, Validation Loss: 0.0008951579299967059, Estimated Remaining Time: 00:29:07
Epoch 129/200, Training Loss: 0.0009073913348022482, Validation Loss: 0.0008966644463891333, Estimated Remaining Time: 00:28:43
Epoch 130/200, Training Loss: 0.0009020444595706937, Validation Loss: 0.0009014451410621404, Estimated Remaining Time: 00:28:19
Epoch 131/200, Training Loss: 0.0009005676004082613, Validation Loss: 0.0009065513181584803, Estimated Remaining Time: 00:27:55
Epoch 132/200, Training Loss: 0.0009028117043620095, Validation Loss: 0.0008933527215214615, Estimated Remaining Time: 00:27:31
Epoch 133/200, Training Loss: 0.0009001469496248824, Validation Loss: 0.0008863126282283867, Estimated Remaining Time: 00:27:07
Epoch 134/200, Training Loss: 0.0009006253911206818, Validation Loss: 0.0008898136655757712, Estimated Remaining Time: 00:26:43
Epoch 135/200, Training Loss: 0.0009002822537160089, Validation Loss: 0.0008856205703605982, Estimated Remaining Time: 00:26:19
Epoch 136/200, Training Loss: 0.0008967777854138315, Validation Loss: 0.0009035176952073181, Estimated Remaining Time: 00:25:55
Epoch 137/200, Training Loss: 0.0008966920251241888, Validation Loss: 0.0008914918024939569, Estimated Remaining Time: 00:25:31
Epoch 138/200, Training Loss: 0.0008953425963314886, Validation Loss: 0.0009863072678192772, Estimated Remaining Time: 00:25:07
Epoch 139/200, Training Loss: 0.0008946102629264716, Validation Loss: 0.0008657690963115205, Estimated Remaining Time: 00:24:43
Epoch 140/200, Training Loss: 0.0008936806803304049, Validation Loss: 0.0009784011254933746, Estimated Remaining Time: 00:24:19
Epoch 141/200, Training Loss: 0.0008939881087799784, Validation Loss: 0.0009003802377264946, Estimated Remaining Time: 00:23:55
Epoch 142/200, Training Loss: 0.0008938700516128832, Validation Loss: 0.0008791785147464411, Estimated Remaining Time: 00:23:31
Epoch 143/200, Training Loss: 0.0008911750871587164, Validation Loss: 0.0008773245520635762, Estimated Remaining Time: 00:23:07
Epoch 144/200, Training Loss: 0.0008915828219747025, Validation Loss: 0.0008892887097317725, Estimated Remaining Time: 00:22:43
Epoch 145/200, Training Loss: 0.000889167411931297, Validation Loss: 0.0009550712404730306, Estimated Remaining Time: 00:22:19
Epoch 146/200, Training Loss: 0.000887154417750336, Validation Loss: 0.0009993966076184402, Estimated Remaining Time: 00:21:55
Epoch 147/200, Training Loss: 0.0008882461317410087, Validation Loss: 0.001063764468364587, Estimated Remaining Time: 00:21:31
Epoch 148/200, Training Loss: 0.0008884190642246608, Validation Loss: 0.0010011584677902812, Estimated Remaining Time: 00:21:07
Epoch 149/200, Training Loss: 0.0008858191932192055, Validation Loss: 0.0010044156160967594, Estimated Remaining Time: 00:20:42
Epoch 150/200, Training Loss: 0.0008875573506996813, Validation Loss: 0.0009016439858400686, Estimated Remaining Time: 00:20:18
Epoch 151/200, Training Loss: 0.000884533682335621, Validation Loss: 0.0010124832449946552, Estimated Remaining Time: 00:19:54
Epoch 152/200, Training Loss: 0.0008858254891414509, Validation Loss: 0.000949646438874135, Estimated Remaining Time: 00:19:30
Epoch 153/200, Training Loss: 0.0008843308585373214, Validation Loss: 0.0010937043190510436, Estimated Remaining Time: 00:19:06
Epoch 154/200, Training Loss: 0.0008844248654430293, Validation Loss: 0.0011174587098966267, Estimated Remaining Time: 00:18:41
Epoch 155/200, Training Loss: 0.0008824730856111038, Validation Loss: 0.0011049792265773496, Estimated Remaining Time: 00:18:17
Epoch 156/200, Training Loss: 0.0008815874020298216, Validation Loss: 0.0010241009506650946, Estimated Remaining Time: 00:17:53
Epoch 157/200, Training Loss: 0.0008825245766269219, Validation Loss: 0.0011166432639583945, Estimated Remaining Time: 00:17:29
Epoch 158/200, Training Loss: 0.0008812320192548302, Validation Loss: 0.0011285264182581821, Estimated Remaining Time: 00:17:05
Epoch 159/200, Training Loss: 0.0008830019330540756, Validation Loss: 0.0009114508786958388, Estimated Remaining Time: 00:16:40
Epoch 160/200, Training Loss: 0.0008795771130012479, Validation Loss: 0.0011174547284926203, Estimated Remaining Time: 00:16:16
Epoch 161/200, Training Loss: 0.0008795068659673406, Validation Loss: 0.0010347010869405824, Estimated Remaining Time: 00:15:52
Epoch 162/200, Training Loss: 0.0008804269289275161, Validation Loss: 0.0010632807605857537, Estimated Remaining Time: 00:15:28
Epoch 163/200, Training Loss: 0.0008784045699772471, Validation Loss: 0.0010979356593452394, Estimated Remaining Time: 00:15:03
Epoch 164/200, Training Loss: 0.0008770304252209544, Validation Loss: 0.001100050977600569, Estimated Remaining Time: 00:14:39
Epoch 165/200, Training Loss: 0.0008805221113684874, Validation Loss: 0.0009697842173574661, Estimated Remaining Time: 00:14:15
Epoch 166/200, Training Loss: 0.0008780165672634389, Validation Loss: 0.0008594797442624853, Estimated Remaining Time: 00:13:50
Epoch 167/200, Training Loss: 0.0008747736243894389, Validation Loss: 0.001041374428578737, Estimated Remaining Time: 00:13:26
Epoch 168/200, Training Loss: 0.0008781297917792945, Validation Loss: 0.001040343170858581, Estimated Remaining Time: 00:13:02
Epoch 169/200, Training Loss: 0.0008743311224973326, Validation Loss: 0.0010996085009537637, Estimated Remaining Time: 00:12:37
Epoch 170/200, Training Loss: 0.0008793459281541422, Validation Loss: 0.0008362696453166956, Estimated Remaining Time: 00:12:13
Epoch 171/200, Training Loss: 0.0008746243353032912, Validation Loss: 0.0010299590659666469, Estimated Remaining Time: 00:11:49
Epoch 172/200, Training Loss: 0.0008748963005437866, Validation Loss: 0.0010502586167686703, Estimated Remaining Time: 00:11:24
Epoch 173/200, Training Loss: 0.0008758686611706272, Validation Loss: 0.0010705556302458388, Estimated Remaining Time: 00:11:00
Epoch 174/200, Training Loss: 0.0008773055507187196, Validation Loss: 0.0008554357617289167, Estimated Remaining Time: 00:10:36
Epoch 175/200, Training Loss: 0.0008752005342361088, Validation Loss: 0.0008555776053319939, Estimated Remaining Time: 00:10:11
Epoch 176/200, Training Loss: 0.0008728512817108673, Validation Loss: 0.0011203420390798286, Estimated Remaining Time: 00:09:47
Epoch 177/200, Training Loss: 0.0008735316035926546, Validation Loss: 0.0009930313527795741, Estimated Remaining Time: 00:09:22
Epoch 178/200, Training Loss: 0.000872676884422877, Validation Loss: 0.0011075207381509244, Estimated Remaining Time: 00:08:58
Epoch 179/200, Training Loss: 0.0008709007435834003, Validation Loss: 0.0010798876983409917, Estimated Remaining Time: 00:08:34
Epoch 180/200, Training Loss: 0.000871602505581829, Validation Loss: 0.0011126581949859181, Estimated Remaining Time: 00:08:09
Epoch 181/200, Training Loss: 0.0008712889557150442, Validation Loss: 0.0010462581952610476, Estimated Remaining Time: 00:07:45
Epoch 182/200, Training Loss: 0.000871975265496166, Validation Loss: 0.0010009716323111206, Estimated Remaining Time: 00:07:20
Epoch 183/200, Training Loss: 0.0008699345019558235, Validation Loss: 0.0010241887346968393, Estimated Remaining Time: 00:06:56
Epoch 184/200, Training Loss: 0.0008704442906065107, Validation Loss: 0.0010996439473026178, Estimated Remaining Time: 00:06:31
Epoch 185/200, Training Loss: 0.0008711089740890402, Validation Loss: 0.0010158520075492562, Estimated Remaining Time: 00:06:07
Epoch 186/200, Training Loss: 0.0008686399126232894, Validation Loss: 0.0010517506251661955, Estimated Remaining Time: 00:05:42
Epoch 187/200, Training Loss: 0.0008683622489294571, Validation Loss: 0.0010093341772021219, Estimated Remaining Time: 00:05:18
Epoch 188/200, Training Loss: 0.000869543483294924, Validation Loss: 0.0009990715543443168, Estimated Remaining Time: 00:04:54
Epoch 189/200, Training Loss: 0.0008686789820534993, Validation Loss: 0.001027037433496761, Estimated Remaining Time: 00:04:29
Epoch 190/200, Training Loss: 0.0008680967952803215, Validation Loss: 0.0009731190078045157, Estimated Remaining Time: 00:04:05
Epoch 191/200, Training Loss: 0.0008679261273518582, Validation Loss: 0.0009306884492451155, Estimated Remaining Time: 00:03:40
Epoch 192/200, Training Loss: 0.0008661155739309419, Validation Loss: 0.0010158564038151368, Estimated Remaining Time: 00:03:16
Epoch 193/200, Training Loss: 0.0008657686076180778, Validation Loss: 0.0009927531550850042, Estimated Remaining Time: 00:02:51
Epoch 194/200, Training Loss: 0.0008669133910134608, Validation Loss: 0.0010198741510976106, Estimated Remaining Time: 00:02:27
Epoch 195/200, Training Loss: 0.0008667644898014629, Validation Loss: 0.0010358522005844862, Estimated Remaining Time: 00:02:02
Epoch 196/200, Training Loss: 0.0008635900423059046, Validation Loss: 0.0010178176358088173, Estimated Remaining Time: 00:01:38
Epoch 197/200, Training Loss: 0.0008650044030712761, Validation Loss: 0.0010102708056696098, Estimated Remaining Time: 00:01:13
Epoch 198/200, Training Loss: 0.0008653131825637106, Validation Loss: 0.0010279962840617043, Estimated Remaining Time: 00:00:49
Epoch 199/200, Training Loss: 0.0008641081011623876, Validation Loss: 0.0009563779791774736, Estimated Remaining Time: 00:00:24
Epoch 200/200, Training Loss: 0.0008634148034542655, Validation Loss: 0.0010245310338425704, Estimated Remaining Time: 00:00:00
