Epoch 1/200, Training Loss: 0.2641547565152117, Validation Loss: 0.23804316257897276, Validation Accuracy: 0.895327
Epoch 94/200, Training Loss: 0.16479926966091005, Validation Loss: 0.16336645857213786, Validation Accuracy: 0.929746
Epoch 95/200, Training Loss: 0.16472505944672744, Validation Loss: 0.16326547982974554, Validation Accuracy: 0.929845
Epoch 96/200, Training Loss: 0.16464175924875962, Validation Loss: 0.1631174011352344, Validation Accuracy: 0.929967
Epoch 97/200, Training Loss: 0.16456233370232065, Validation Loss: 0.16297668375717567, Validation Accuracy: 0.930101
Epoch 98/200, Training Loss: 0.1644852637947983, Validation Loss: 0.16301259884057334, Validation Accuracy: 0.93002
Epoch 99/200, Training Loss: 0.16439441518134337, Validation Loss: 0.16276828620951778, Validation Accuracy: 0.930238
Epoch 100/200, Training Loss: 0.16431818769001852, Validation Loss: 0.16258084045621915, Validation Accuracy: 0.930168
Epoch 101/200, Training Loss: 0.1642338626333034, Validation Loss: 0.1625697681317314, Validation Accuracy: 0.930177
Epoch 102/200, Training Loss: 0.16415163808940272, Validation Loss: 0.16241513440212885, Validation Accuracy: 0.930246
Epoch 103/200, Training Loss: 0.1640700174636617, Validation Loss: 0.16243927199810076, Validation Accuracy: 0.930254
Epoch 104/200, Training Loss: 0.16399018071297858, Validation Loss: 0.1624300156633694, Validation Accuracy: 0.930252
Epoch 105/200, Training Loss: 0.16391191503626995, Validation Loss: 0.1624949317389784, Validation Accuracy: 0.930296
Epoch 106/200, Training Loss: 0.16383307608068942, Validation Loss: 0.16238778710555726, Validation Accuracy: 0.930316
Epoch 107/200, Training Loss: 0.16376690257710153, Validation Loss: 0.1623688658205465, Validation Accuracy: 0.930316
Epoch 108/200, Training Loss: 0.16370186415741633, Validation Loss: 0.16229839513477046, Validation Accuracy: 0.930283
Epoch 109/200, Training Loss: 0.16363189338451173, Validation Loss: 0.16226791359555606, Validation Accuracy: 0.930332
Epoch 110/200, Training Loss: 0.16356419870703406, Validation Loss: 0.16224086137054067, Validation Accuracy: 0.930266
Epoch 111/200, Training Loss: 0.1634911590047549, Validation Loss: 0.16212593333218425, Validation Accuracy: 0.930461
Epoch 112/200, Training Loss: 0.16343480153648277, Validation Loss: 0.16220996878779353, Validation Accuracy: 0.930349
Epoch 113/200, Training Loss: 0.16336582313959513, Validation Loss: 0.16188528124516766, Validation Accuracy: 0.930406
Epoch 114/200, Training Loss: 0.1632626106094475, Validation Loss: 0.1620253053621743, Validation Accuracy: 0.930331
Epoch 115/200, Training Loss: 0.1631481322293344, Validation Loss: 0.16189410482732633, Validation Accuracy: 0.93037
Epoch 116/200, Training Loss: 0.1630593227706598, Validation Loss: 0.16181922287415393, Validation Accuracy: 0.930356
Epoch 117/200, Training Loss: 0.16295193358752552, Validation Loss: 0.16184093081913056, Validation Accuracy: 0.930438
Epoch 118/200, Training Loss: 0.16288175790643844, Validation Loss: 0.16166996541685952, Validation Accuracy: 0.930479
Epoch 119/200, Training Loss: 0.16278981685193458, Validation Loss: 0.16174255768521525, Validation Accuracy: 0.930405
Epoch 120/200, Training Loss: 0.16271168888250873, Validation Loss: 0.16152956391485354, Validation Accuracy: 0.930482
Epoch 121/200, Training Loss: 0.16262308066632034, Validation Loss: 0.1615114476734076, Validation Accuracy: 0.930489
Epoch 122/200, Training Loss: 0.1625643836203903, Validation Loss: 0.16119334849115377, Validation Accuracy: 0.930558
Epoch 123/200, Training Loss: 0.16248256157735383, Validation Loss: 0.16118249140037133, Validation Accuracy: 0.930693
Epoch 124/200, Training Loss: 0.16239245234860503, Validation Loss: 0.16096382242993426, Validation Accuracy: 0.930767
Epoch 125/200, Training Loss: 0.1623048753902406, Validation Loss: 0.16103370763813726, Validation Accuracy: 0.930666
Epoch 126/200, Training Loss: 0.16222884773233376, Validation Loss: 0.16092780408577417, Validation Accuracy: 0.930759
Epoch 127/200, Training Loss: 0.16212714912943937, Validation Loss: 0.1610301285982132, Validation Accuracy: 0.930733
Epoch 128/200, Training Loss: 0.16203150161635693, Validation Loss: 0.1609612210109211, Validation Accuracy: 0.930794
Epoch 129/200, Training Loss: 0.16191385833661073, Validation Loss: 0.1611621897822371, Validation Accuracy: 0.930775
Epoch 130/200, Training Loss: 0.16177193716650454, Validation Loss: 0.16097158593491626, Validation Accuracy: 0.930902
Epoch 131/200, Training Loss: 0.16166776583430353, Validation Loss: 0.1607867299843901, Validation Accuracy: 0.930891
Epoch 132/200, Training Loss: 0.16156500994820125, Validation Loss: 0.16071961339289387, Validation Accuracy: 0.93091
Epoch 133/200, Training Loss: 0.1614675706300793, Validation Loss: 0.1605100858801851, Validation Accuracy: 0.931074
Epoch 134/200, Training Loss: 0.16137929843428123, Validation Loss: 0.16042871354296565, Validation Accuracy: 0.931045
Epoch 135/200, Training Loss: 0.16130813038247444, Validation Loss: 0.1603070858377999, Validation Accuracy: 0.93119
Epoch 136/200, Training Loss: 0.1612255229216388, Validation Loss: 0.16014146614379396, Validation Accuracy: 0.931385
Epoch 137/200, Training Loss: 0.16115992404242407, Validation Loss: 0.16012024341490322, Validation Accuracy: 0.931315
Epoch 138/200, Training Loss: 0.16109702402677478, Validation Loss: 0.16006168104208315, Validation Accuracy: 0.931373
Epoch 139/200, Training Loss: 0.16104234887470437, Validation Loss: 0.1598393678569946, Validation Accuracy: 0.931508
Epoch 140/200, Training Loss: 0.16098320649435544, Validation Loss: 0.1597189791857625, Validation Accuracy: 0.93148
Epoch 141/200, Training Loss: 0.16092240343706657, Validation Loss: 0.1597799145566008, Validation Accuracy: 0.931447
Epoch 142/200, Training Loss: 0.1608722231702113, Validation Loss: 0.15990218643944104, Validation Accuracy: 0.931521
Epoch 143/200, Training Loss: 0.16083328896809676, Validation Loss: 0.15975881589296909, Validation Accuracy: 0.931412
Epoch 144/200, Training Loss: 0.16076317038605573, Validation Loss: 0.15962007803657946, Validation Accuracy: 0.931525
Epoch 145/200, Training Loss: 0.16070457881894604, Validation Loss: 0.1596059685888382, Validation Accuracy: 0.931501
Epoch 146/200, Training Loss: 0.16065250466376743, Validation Loss: 0.15945858510728841, Validation Accuracy: 0.931585
Epoch 147/200, Training Loss: 0.1605886977644014, Validation Loss: 0.15936242858061014, Validation Accuracy: 0.931636
Epoch 148/200, Training Loss: 0.1605393754558719, Validation Loss: 0.15933186182389245, Validation Accuracy: 0.931601
Epoch 149/200, Training Loss: 0.16048894091047428, Validation Loss: 0.15924685807845082, Validation Accuracy: 0.931683
Epoch 150/200, Training Loss: 0.16044763434073106, Validation Loss: 0.15916341728867053, Validation Accuracy: 0.931622
Epoch 151/200, Training Loss: 0.16038731833369632, Validation Loss: 0.15891955307306954, Validation Accuracy: 0.931695
Epoch 152/200, Training Loss: 0.16034175708248993, Validation Loss: 0.15894306858126728, Validation Accuracy: 0.931763
Epoch 153/200, Training Loss: 0.16027122832387103, Validation Loss: 0.15898227863037548, Validation Accuracy: 0.931667
Epoch 154/200, Training Loss: 0.16018890382088335, Validation Loss: 0.15892901783362745, Validation Accuracy: 0.93181
Epoch 155/200, Training Loss: 0.16012119580493295, Validation Loss: 0.15887677350554602, Validation Accuracy: 0.93184
Epoch 156/200, Training Loss: 0.16005219821081523, Validation Loss: 0.15890885775272076, Validation Accuracy: 0.931816
Epoch 157/200, Training Loss: 0.15999541261888592, Validation Loss: 0.15878810331273002, Validation Accuracy: 0.931821
Epoch 158/200, Training Loss: 0.15991898705812693, Validation Loss: 0.15862061692693363, Validation Accuracy: 0.931947
Epoch 159/200, Training Loss: 0.15980967211841987, Validation Loss: 0.15880263860995014, Validation Accuracy: 0.931879
Epoch 160/200, Training Loss: 0.15968462924939478, Validation Loss: 0.15874316245793535, Validation Accuracy: 0.93181
Epoch 161/200, Training Loss: 0.1595488826373782, Validation Loss: 0.1585498280799427, Validation Accuracy: 0.931945
Epoch 162/200, Training Loss: 0.15941947173106047, Validation Loss: 0.15835572641116744, Validation Accuracy: 0.931867
Epoch 163/200, Training Loss: 0.15931168189050463, Validation Loss: 0.15827631802795034, Validation Accuracy: 0.931945
Epoch 164/200, Training Loss: 0.15920247786459532, Validation Loss: 0.15819289342473491, Validation Accuracy: 0.932021
Epoch 165/200, Training Loss: 0.15910848938630562, Validation Loss: 0.15822214169052842, Validation Accuracy: 0.931941
Epoch 166/200, Training Loss: 0.15902706010778986, Validation Loss: 0.1582145716149967, Validation Accuracy: 0.932022
Epoch 167/200, Training Loss: 0.15897172154945452, Validation Loss: 0.1581940293407288, Validation Accuracy: 0.932044
Epoch 168/200, Training Loss: 0.1589075372105089, Validation Loss: 0.1580500595104961, Validation Accuracy: 0.932133
Epoch 169/200, Training Loss: 0.15885435290557823, Validation Loss: 0.15799063229903626, Validation Accuracy: 0.932225
Epoch 170/200, Training Loss: 0.15880259982195352, Validation Loss: 0.1580156702488756, Validation Accuracy: 0.932301
Epoch 171/200, Training Loss: 0.15874395857724352, Validation Loss: 0.15806150822022472, Validation Accuracy: 0.932241
Epoch 172/200, Training Loss: 0.15869850107795438, Validation Loss: 0.15790433005783885, Validation Accuracy: 0.932338
Epoch 173/200, Training Loss: 0.15865137419304812, Validation Loss: 0.15787360867181907, Validation Accuracy: 0.932281
Epoch 174/200, Training Loss: 0.15860732664661054, Validation Loss: 0.15788090338531774, Validation Accuracy: 0.932256
Epoch 175/200, Training Loss: 0.15856467143437467, Validation Loss: 0.15783846887727135, Validation Accuracy: 0.932139
Epoch 176/200, Training Loss: 0.1585431599898818, Validation Loss: 0.15785585724698087, Validation Accuracy: 0.932272
Epoch 177/200, Training Loss: 0.15849656787814512, Validation Loss: 0.15773771008173118, Validation Accuracy: 0.93237
Epoch 178/200, Training Loss: 0.15846990587085835, Validation Loss: 0.15760856371718093, Validation Accuracy: 0.932344
Epoch 179/200, Training Loss: 0.15842999814563571, Validation Loss: 0.15760894162586322, Validation Accuracy: 0.93239
Epoch 180/200, Training Loss: 0.1583872540826438, Validation Loss: 0.15780878962038425, Validation Accuracy: 0.93224
Epoch 181/200, Training Loss: 0.15834549847570467, Validation Loss: 0.15785543934796184, Validation Accuracy: 0.932275
Epoch 182/200, Training Loss: 0.15832331755959686, Validation Loss: 0.15795872638972042, Validation Accuracy: 0.93217
Epoch 183/200, Training Loss: 0.1582808709954012, Validation Loss: 0.15773967760629928, Validation Accuracy: 0.932204
Epoch 184/200, Training Loss: 0.15825539401977715, Validation Loss: 0.15776639234143705, Validation Accuracy: 0.932239
Epoch 185/200, Training Loss: 0.15822661943784017, Validation Loss: 0.15776760561968953, Validation Accuracy: 0.932206
Epoch 186/200, Training Loss: 0.15819375219079806, Validation Loss: 0.1578703585048072, Validation Accuracy: 0.932142
Epoch 187/200, Training Loss: 0.15815190992616396, Validation Loss: 0.1576753878555359, Validation Accuracy: 0.932282
Epoch 188/200, Training Loss: 0.1581320261408585, Validation Loss: 0.15775485570057513, Validation Accuracy: 0.932167
Epoch 189/200, Training Loss: 0.15809313466105646, Validation Loss: 0.15756288032752638, Validation Accuracy: 0.93231
Epoch 190/200, Training Loss: 0.15806754549499766, Validation Loss: 0.15742697669103883, Validation Accuracy: 0.932218
Epoch 191/200, Training Loss: 0.15804124069179964, Validation Loss: 0.15740806987872139, Validation Accuracy: 0.932238
Epoch 192/200, Training Loss: 0.15800465471245326, Validation Loss: 0.15716985025154517, Validation Accuracy: 0.93235
Epoch 193/200, Training Loss: 0.1579592941210357, Validation Loss: 0.15711390653166907, Validation Accuracy: 0.932385
Epoch 194/200, Training Loss: 0.15793209667312602, Validation Loss: 0.15690803061278102, Validation Accuracy: 0.932529
Epoch 195/200, Training Loss: 0.15791615885091428, Validation Loss: 0.15701508517272936, Validation Accuracy: 0.932489
Epoch 196/200, Training Loss: 0.15788419117738545, Validation Loss: 0.15693740560985603, Validation Accuracy: 0.932477
Epoch 197/200, Training Loss: 0.1578706090099821, Validation Loss: 0.15678046186701558, Validation Accuracy: 0.93262
Epoch 198/200, Training Loss: 0.1578447331780011, Validation Loss: 0.15685499447603196, Validation Accuracy: 0.932661
Epoch 199/200, Training Loss: 0.15781785036548787, Validation Loss: 0.15671106135121549, Validation Accuracy: 0.9327
Epoch 200/200, Training Loss: 0.1577910148309212, Validation Loss: 0.15682322405778562, Validation Accuracy: 0.932656
