Epoch 1/200, Training Loss: 0.292809712586986, Validation Loss: 0.2673922883816801, Validation Accuracy: 0.880909
Epoch 69/200, Training Loss: 0.2092414743115035, Validation Loss: 0.20732795644682436, Validation Accuracy: 0.908129
Epoch 70/200, Training Loss: 0.20919364289249173, Validation Loss: 0.20723273993109742, Validation Accuracy: 0.908235
Epoch 71/200, Training Loss: 0.2091297638657845, Validation Loss: 0.20713271181613874, Validation Accuracy: 0.908316
Epoch 72/200, Training Loss: 0.2090697808914917, Validation Loss: 0.20710305212595212, Validation Accuracy: 0.90832
Epoch 73/200, Training Loss: 0.20901144347049314, Validation Loss: 0.2069879500820233, Validation Accuracy: 0.908364
Epoch 74/200, Training Loss: 0.20894663848467582, Validation Loss: 0.20691784497457572, Validation Accuracy: 0.908412
Epoch 75/200, Training Loss: 0.208879611255264, Validation Loss: 0.20690310715486449, Validation Accuracy: 0.908415
Epoch 76/200, Training Loss: 0.20880830784285573, Validation Loss: 0.20683156163357316, Validation Accuracy: 0.90845
Epoch 77/200, Training Loss: 0.208738764293076, Validation Loss: 0.20665593445301056, Validation Accuracy: 0.908659
Epoch 78/200, Training Loss: 0.20866604069353126, Validation Loss: 0.2066420943687518, Validation Accuracy: 0.90874
Epoch 79/200, Training Loss: 0.20860286617444326, Validation Loss: 0.2064468771600114, Validation Accuracy: 0.908696
Epoch 80/200, Training Loss: 0.20853060715952, Validation Loss: 0.20643680402265188, Validation Accuracy: 0.908761
Epoch 81/200, Training Loss: 0.20847463671884797, Validation Loss: 0.20630421515661307, Validation Accuracy: 0.908875
Epoch 82/200, Training Loss: 0.20841677029743932, Validation Loss: 0.20626527161453478, Validation Accuracy: 0.908879
Epoch 83/200, Training Loss: 0.20836219051174112, Validation Loss: 0.20628367188258673, Validation Accuracy: 0.908872
Epoch 84/200, Training Loss: 0.20830858058345475, Validation Loss: 0.2061411197573994, Validation Accuracy: 0.908987
Epoch 85/200, Training Loss: 0.2082683578838117, Validation Loss: 0.2061454559000917, Validation Accuracy: 0.908898
Epoch 86/200, Training Loss: 0.20821832096051204, Validation Loss: 0.20613647388002743, Validation Accuracy: 0.909008
Epoch 87/200, Training Loss: 0.20817869819549747, Validation Loss: 0.2060525528253458, Validation Accuracy: 0.909014
Epoch 88/200, Training Loss: 0.2081359085443814, Validation Loss: 0.2060749921174095, Validation Accuracy: 0.909005
Epoch 89/200, Training Loss: 0.20809897856169055, Validation Loss: 0.20614843960768117, Validation Accuracy: 0.908974
Epoch 90/200, Training Loss: 0.2080708594242534, Validation Loss: 0.2061158231081673, Validation Accuracy: 0.909005
Epoch 91/200, Training Loss: 0.2080504540029557, Validation Loss: 0.20617227637158414, Validation Accuracy: 0.908972
Epoch 92/200, Training Loss: 0.20802024816792924, Validation Loss: 0.20615736664103243, Validation Accuracy: 0.909007
Epoch 93/200, Training Loss: 0.20799880739403415, Validation Loss: 0.20605511353990902, Validation Accuracy: 0.909047
Epoch 94/200, Training Loss: 0.2079749116048328, Validation Loss: 0.206095576905214, Validation Accuracy: 0.909022
Epoch 95/200, Training Loss: 0.2079608954497177, Validation Loss: 0.20606226576402925, Validation Accuracy: 0.909102
Epoch 96/200, Training Loss: 0.2079338952024933, Validation Loss: 0.20605394606011362, Validation Accuracy: 0.909061
Epoch 97/200, Training Loss: 0.2079222116803428, Validation Loss: 0.20599437440736607, Validation Accuracy: 0.909098
Epoch 98/200, Training Loss: 0.2079064189074008, Validation Loss: 0.20603375503430352, Validation Accuracy: 0.909007
Epoch 99/200, Training Loss: 0.20789738841701816, Validation Loss: 0.20595566618937655, Validation Accuracy: 0.909106
Epoch 100/200, Training Loss: 0.20789162272708592, Validation Loss: 0.20602177616696768, Validation Accuracy: 0.909036
Epoch 101/200, Training Loss: 0.2078782513425141, Validation Loss: 0.20603005440471273, Validation Accuracy: 0.909032
Epoch 102/200, Training Loss: 0.20786272610712847, Validation Loss: 0.20597004542906824, Validation Accuracy: 0.90908
Epoch 103/200, Training Loss: 0.20785089741916873, Validation Loss: 0.20592415447052295, Validation Accuracy: 0.909063
Epoch 104/200, Training Loss: 0.2078422300763881, Validation Loss: 0.2059525203781006, Validation Accuracy: 0.909046
Epoch 105/200, Training Loss: 0.20783465746306798, Validation Loss: 0.2059199868585355, Validation Accuracy: 0.909083
Epoch 106/200, Training Loss: 0.2078208799490164, Validation Loss: 0.20585249321529278, Validation Accuracy: 0.908978
Epoch 107/200, Training Loss: 0.20781491691537315, Validation Loss: 0.20595920761934103, Validation Accuracy: 0.908952
Epoch 108/200, Training Loss: 0.20779779157708897, Validation Loss: 0.20602958242352398, Validation Accuracy: 0.908909
Epoch 109/200, Training Loss: 0.20779712095067376, Validation Loss: 0.20598439715159966, Validation Accuracy: 0.908895
Epoch 110/200, Training Loss: 0.20778823158959667, Validation Loss: 0.20594184824262565, Validation Accuracy: 0.908927
Epoch 111/200, Training Loss: 0.207792124468959, Validation Loss: 0.20592338527543858, Validation Accuracy: 0.908901
Epoch 112/200, Training Loss: 0.20777790540802152, Validation Loss: 0.2058711415186477, Validation Accuracy: 0.908947
Epoch 113/200, Training Loss: 0.20777435727361848, Validation Loss: 0.20593237662658143, Validation Accuracy: 0.908935
Epoch 114/200, Training Loss: 0.20776579378340282, Validation Loss: 0.2059076035651155, Validation Accuracy: 0.908926
Epoch 115/200, Training Loss: 0.20776435046847758, Validation Loss: 0.2059310937461, Validation Accuracy: 0.908931
Epoch 116/200, Training Loss: 0.20776122243769687, Validation Loss: 0.2060002312778284, Validation Accuracy: 0.908853
Epoch 117/200, Training Loss: 0.20775418272232019, Validation Loss: 0.2060071473209241, Validation Accuracy: 0.908854
Epoch 118/200, Training Loss: 0.2077568208582241, Validation Loss: 0.20598609388445893, Validation Accuracy: 0.90886
Epoch 119/200, Training Loss: 0.2077499565400562, Validation Loss: 0.20607077651701797, Validation Accuracy: 0.908801
Epoch 120/200, Training Loss: 0.20774628389911468, Validation Loss: 0.20601033440794045, Validation Accuracy: 0.908866
Epoch 121/200, Training Loss: 0.20773919000877336, Validation Loss: 0.20593714642638977, Validation Accuracy: 0.908919
Epoch 122/200, Training Loss: 0.2077395639680604, Validation Loss: 0.20598102230043075, Validation Accuracy: 0.908914
Epoch 123/200, Training Loss: 0.2077344951894925, Validation Loss: 0.20598405851914098, Validation Accuracy: 0.908886
Epoch 124/200, Training Loss: 0.2077282653281242, Validation Loss: 0.20600171158679378, Validation Accuracy: 0.908896
Epoch 125/200, Training Loss: 0.20773786650702405, Validation Loss: 0.20595601334358557, Validation Accuracy: 0.908969
Epoch 126/200, Training Loss: 0.2077225894848308, Validation Loss: 0.2059754082760491, Validation Accuracy: 0.908899
Epoch 127/200, Training Loss: 0.20771909375611125, Validation Loss: 0.20600663630154947, Validation Accuracy: 0.908906
Epoch 128/200, Training Loss: 0.2077182494593904, Validation Loss: 0.20603439364189538, Validation Accuracy: 0.908802
Epoch 129/200, Training Loss: 0.20771667711407613, Validation Loss: 0.20598847554705013, Validation Accuracy: 0.90886
Epoch 130/200, Training Loss: 0.2077151662221465, Validation Loss: 0.20598753072773687, Validation Accuracy: 0.90883
Epoch 131/200, Training Loss: 0.20770967055947764, Validation Loss: 0.20596217080807913, Validation Accuracy: 0.908858
Epoch 132/200, Training Loss: 0.20770369790073312, Validation Loss: 0.20599999838172436, Validation Accuracy: 0.908832
Epoch 133/200, Training Loss: 0.20768858568654805, Validation Loss: 0.2059672807637876, Validation Accuracy: 0.908805
Epoch 134/200, Training Loss: 0.20769523741552257, Validation Loss: 0.2059183429700498, Validation Accuracy: 0.908855
Epoch 135/200, Training Loss: 0.2076937294423771, Validation Loss: 0.20590669564164865, Validation Accuracy: 0.908853
Epoch 136/200, Training Loss: 0.207688027663753, Validation Loss: 0.2059651431850732, Validation Accuracy: 0.908831
Epoch 137/200, Training Loss: 0.20768891949798557, Validation Loss: 0.20593191830875773, Validation Accuracy: 0.908823
Epoch 138/200, Training Loss: 0.20767757504214351, Validation Loss: 0.2059486818770631, Validation Accuracy: 0.908745
Epoch 139/200, Training Loss: 0.20767350332236062, Validation Loss: 0.20599598306626937, Validation Accuracy: 0.908761
Epoch 140/200, Training Loss: 0.20767191140900884, Validation Loss: 0.20593661536423924, Validation Accuracy: 0.908786
Epoch 141/200, Training Loss: 0.20767348509982436, Validation Loss: 0.2060140862156408, Validation Accuracy: 0.908758
Epoch 142/200, Training Loss: 0.20766443898785467, Validation Loss: 0.20594190137264445, Validation Accuracy: 0.908775
Epoch 143/200, Training Loss: 0.2076674693373654, Validation Loss: 0.20600250272895582, Validation Accuracy: 0.908748
Epoch 144/200, Training Loss: 0.2076663262811031, Validation Loss: 0.2059908376905484, Validation Accuracy: 0.908786
Epoch 145/200, Training Loss: 0.20766587149639212, Validation Loss: 0.2059636480701617, Validation Accuracy: 0.908843
Epoch 146/200, Training Loss: 0.20766485799494647, Validation Loss: 0.20602064858229396, Validation Accuracy: 0.908738
Epoch 147/200, Training Loss: 0.20766219502024238, Validation Loss: 0.205931862560324, Validation Accuracy: 0.908903
Epoch 148/200, Training Loss: 0.2076636040142919, Validation Loss: 0.20601741541117524, Validation Accuracy: 0.908771
Epoch 149/200, Training Loss: 0.20766108906591146, Validation Loss: 0.2059579107898493, Validation Accuracy: 0.908806
Epoch 150/200, Training Loss: 0.20766617148489533, Validation Loss: 0.20597093521406096, Validation Accuracy: 0.908809
Epoch 151/200, Training Loss: 0.2076614072504647, Validation Loss: 0.2060058167376838, Validation Accuracy: 0.908806
Epoch 152/200, Training Loss: 0.2076554180907898, Validation Loss: 0.20601843568844536, Validation Accuracy: 0.908788
Epoch 153/200, Training Loss: 0.20765566424864956, Validation Loss: 0.20605067570750324, Validation Accuracy: 0.908798
Epoch 154/200, Training Loss: 0.20765603236507107, Validation Loss: 0.20598580376408732, Validation Accuracy: 0.908901
Epoch 155/200, Training Loss: 0.20765472090396853, Validation Loss: 0.20606344019452605, Validation Accuracy: 0.908807
Epoch 156/200, Training Loss: 0.20764613254846648, Validation Loss: 0.20601311978250267, Validation Accuracy: 0.908804
Epoch 157/200, Training Loss: 0.20765587071422323, Validation Loss: 0.20605697009129265, Validation Accuracy: 0.90876
Epoch 158/200, Training Loss: 0.20764219169192072, Validation Loss: 0.2060200268277726, Validation Accuracy: 0.908802
Epoch 159/200, Training Loss: 0.20764335061344352, Validation Loss: 0.2059862063810848, Validation Accuracy: 0.908804
Epoch 160/200, Training Loss: 0.2076421276005061, Validation Loss: 0.2060543784794335, Validation Accuracy: 0.908815
Epoch 161/200, Training Loss: 0.2076408675280153, Validation Loss: 0.20604572038109692, Validation Accuracy: 0.908826
Epoch 162/200, Training Loss: 0.207638922245783, Validation Loss: 0.20600826081376486, Validation Accuracy: 0.908849
Epoch 163/200, Training Loss: 0.20763809732110144, Validation Loss: 0.20606047019790918, Validation Accuracy: 0.908814
Epoch 164/200, Training Loss: 0.20763427366618792, Validation Loss: 0.20596288634946172, Validation Accuracy: 0.908926
Epoch 165/200, Training Loss: 0.20762775463859592, Validation Loss: 0.20603159569894164, Validation Accuracy: 0.908849
Epoch 166/200, Training Loss: 0.20763351722963755, Validation Loss: 0.20602660876112625, Validation Accuracy: 0.908905
Epoch 167/200, Training Loss: 0.20763297887552773, Validation Loss: 0.20606253541315706, Validation Accuracy: 0.908885
Epoch 168/200, Training Loss: 0.2076266876614225, Validation Loss: 0.20602692316134516, Validation Accuracy: 0.908865
Epoch 169/200, Training Loss: 0.20762739878530567, Validation Loss: 0.20605555614724327, Validation Accuracy: 0.908868
Epoch 170/200, Training Loss: 0.20762771141304479, Validation Loss: 0.20603595616908882, Validation Accuracy: 0.908899
Epoch 171/200, Training Loss: 0.20762663355002486, Validation Loss: 0.2061422157782716, Validation Accuracy: 0.908837
Epoch 172/200, Training Loss: 0.20762922375642062, Validation Loss: 0.20604632580623078, Validation Accuracy: 0.908879
Epoch 173/200, Training Loss: 0.20762010842529938, Validation Loss: 0.2060765762584278, Validation Accuracy: 0.908898
Epoch 174/200, Training Loss: 0.20761942746395154, Validation Loss: 0.20607377688724773, Validation Accuracy: 0.908849
Epoch 175/200, Training Loss: 0.20762923792126423, Validation Loss: 0.20609977769965943, Validation Accuracy: 0.908897
Epoch 176/200, Training Loss: 0.20761553804899, Validation Loss: 0.20603249105401694, Validation Accuracy: 0.908832
Epoch 177/200, Training Loss: 0.20762163012891405, Validation Loss: 0.2060627479808399, Validation Accuracy: 0.908838
Epoch 178/200, Training Loss: 0.20761863087955168, Validation Loss: 0.20600806224269988, Validation Accuracy: 0.908914
Epoch 179/200, Training Loss: 0.20762015609524237, Validation Loss: 0.2059897078683201, Validation Accuracy: 0.908917
Epoch 180/200, Training Loss: 0.2076121687179268, Validation Loss: 0.20607795882910585, Validation Accuracy: 0.908867
Epoch 181/200, Training Loss: 0.20761662294145924, Validation Loss: 0.20601472239524793, Validation Accuracy: 0.908841
Epoch 182/200, Training Loss: 0.2076098959650639, Validation Loss: 0.20601686821006737, Validation Accuracy: 0.908918
Epoch 183/200, Training Loss: 0.2076127725248442, Validation Loss: 0.20607643286450603, Validation Accuracy: 0.908831
Epoch 184/200, Training Loss: 0.2076071428947503, Validation Loss: 0.2060544680292233, Validation Accuracy: 0.908798
Epoch 185/200, Training Loss: 0.20760774877289204, Validation Loss: 0.20604408777559907, Validation Accuracy: 0.908906
Epoch 186/200, Training Loss: 0.20760739251701085, Validation Loss: 0.20604465140130954, Validation Accuracy: 0.90888
Epoch 187/200, Training Loss: 0.2075954275997008, Validation Loss: 0.2060782071976616, Validation Accuracy: 0.908902
Epoch 188/200, Training Loss: 0.20759996575284503, Validation Loss: 0.2060160921594967, Validation Accuracy: 0.908919
Epoch 189/200, Training Loss: 0.20760187085014706, Validation Loss: 0.20611957005989817, Validation Accuracy: 0.908874
Epoch 190/200, Training Loss: 0.20759410350465962, Validation Loss: 0.20608962862826766, Validation Accuracy: 0.908953
Epoch 191/200, Training Loss: 0.2075987525504126, Validation Loss: 0.20608983038903805, Validation Accuracy: 0.908895
Epoch 192/200, Training Loss: 0.2075960977599581, Validation Loss: 0.2061040639496459, Validation Accuracy: 0.908915
Epoch 193/200, Training Loss: 0.2075938829748901, Validation Loss: 0.20604782887160206, Validation Accuracy: 0.908958
Epoch 194/200, Training Loss: 0.20759882055649417, Validation Loss: 0.20602562023808782, Validation Accuracy: 0.909008
Epoch 195/200, Training Loss: 0.2075907159351684, Validation Loss: 0.20601234858790143, Validation Accuracy: 0.908987
Epoch 196/200, Training Loss: 0.20759291100387595, Validation Loss: 0.20611750317838626, Validation Accuracy: 0.90895
Epoch 197/200, Training Loss: 0.20759744724471332, Validation Loss: 0.2060270577002638, Validation Accuracy: 0.908903
Epoch 198/200, Training Loss: 0.20759552117560284, Validation Loss: 0.20603558273551564, Validation Accuracy: 0.908956
Epoch 199/200, Training Loss: 0.2075969708048488, Validation Loss: 0.20610640119439877, Validation Accuracy: 0.908856
Epoch 200/200, Training Loss: 0.2075934294562216, Validation Loss: 0.20607017875669864, Validation Accuracy: 0.908983
